,0.006445,0.006445,0.006445,-0.006445,-0.006445,-0.006445
,0.004626,0.004626,0.004626,-0.004626,-0.004626,-0.004626
,0.000032,0.000032,0.000032,-0.000032,-0.000032,-0.000032
,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000
,0.000003,0.000003,0.000003,-0.000003,-0.000003,-0.000003
,-0.000038,-0.000038,-0.000038,0.000038,0.000038,0.000038
,0.018194,0.018194,0.018194,-0.018194,-0.018194,-0.018194
,-0.012194,-0.012194,-0.012194,0.012194,0.012194,0.012194
,-0.058652,-0.058652,-0.058652,0.058652,0.058652,0.058652
,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000
,0.001995,0.001995,0.001995,-0.001995,-0.001995,-0.001995
,-27.612990,-27.612990,-27.612990,27.612990,27.612990,27.612990
,2.131539,2.131539,2.131539,-2.131539,-2.131539,-2.131539
,9.946005,9.946005,9.946005,-9.946005,-9.946005,-9.946005
,-58495.690427,-58495.690427,-58495.690427,58495.690427,58495.690427,58495.690427
,0.006445,0.006445,0.006445,-0.006445,-0.006445,-0.006445
,0.004626,0.004626,0.004626,-0.004626,-0.004626,-0.004626
,0.000032,0.000032,0.000032,-0.000032,-0.000032,-0.000032
,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000
,0.000003,0.000003,0.000003,-0.000003,-0.000003,-0.000003
,-0.000038,-0.000038,-0.000038,0.000038,0.000038,0.000038
,0.018194,0.018194,0.018194,-0.018194,-0.018194,-0.018194
,-0.012194,-0.012194,-0.012194,0.012194,0.012194,0.012194
,-0.058652,-0.058652,-0.058652,0.058652,0.058652,0.058652
,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000
,0.001995,0.001995,0.001995,-0.001995,-0.001995,-0.001995
,-27.612990,-27.612990,-27.612990,27.612990,27.612990,27.612990
,2.131539,2.131539,2.131539,-2.131539,-2.131539,-2.131539
,9.946005,9.946005,9.946005,-9.946005,-9.946005,-9.946005
,-58495.690429,-58495.690429,-58495.690429,58495.690429,58495.690429,58495.690429
